(179, 223, 160)
(179, 223, 160)
(179, 223, 160)
(179, 223, 160)
(179, 223, 160)
(179, 223, 160)
(0, 0, 0)
(179, 223, 160)
(179, 223, 160)
(179, 223, 160)
(179, 223, 160)
(179, 223, 160)
(179, 223, 160)
(179, 223, 160)
(179, 223, 160)
(179, 223, 160)
(179, 223, 160)
(179, 223, 160)
(179, 223, 160)
(179, 223, 160)
(179, 223, 160)
(179, 223, 160)
(179, 223, 160)
(179, 223, 160)
(179, 223, 160)
(179, 223, 160)
(179, 223, 160)
(179, 223, 160)
(179, 223, 160)
(179, 223, 160)
(179, 223, 160)
(179, 223, 160)
(179, 223, 160)
(179, 223, 160)
(179, 223, 160)
(179, 223, 160)
(179, 223, 160)
(179, 223, 160)
(179, 223, 160)
(179, 223, 160)
(179, 223, 160)
(179, 223, 160)
(179, 223, 160)
(179, 223, 160)
(179, 223, 160)
(179, 223, 160)
(179, 223, 160)
(179, 223, 160)
(179, 223, 160)
(179, 223, 160)
(179, 223, 160)
(179, 223, 160)
(179, 223, 160)
(179, 223, 160)
(179, 223, 160)
(179, 223, 160)
(179, 223, 160)
(179, 223, 160)
(179, 223, 160)
(179, 223, 160)
(179, 223, 160)
(179, 223, 160)
(0, 0, 0)
(0, 0, 0)
(0, 0, 0)
(187, 163, 226)
(187, 163, 226)
(187, 163, 226)
(187, 163, 226)
(187, 163, 226)
(187, 163, 226)
(187, 163, 226)
(187, 163, 226)
(187, 163, 226)
(187, 163, 226)
(187, 163, 226)
(187, 163, 226)
(187, 163, 226)
(187, 163, 226)
(187, 163, 226)
(187, 163, 226)
(187, 163, 226)
(187, 163, 226)
(187, 163, 226)
(187, 163, 226)
(187, 163, 226)
(187, 163, 226)
(187, 163, 226)
(187, 163, 226)
(187, 163, 226)
(187, 163, 226)
(187, 163, 226)
(187, 163, 226)
(187, 163, 226)
(187, 163, 226)
(187, 163, 226)
(187, 163, 226)
(187, 163, 226)
(187, 163, 226)
(187, 163, 226)
(187, 163, 226)
(187, 163, 226)
(187, 163, 226)
(187, 163, 226)
(187, 163, 226)
(187, 163, 226)
(187, 163, 226)
(187, 163, 226)
(187, 163, 226)
(187, 163, 226)
(187, 163, 226)
(187, 163, 226)
(187, 163, 226)
(187, 163, 226)
(187, 163, 226)
(187, 163, 226)
(187, 163, 226)
(187, 163, 226)
(187, 163, 226)
(0, 0, 0)
(0, 0, 0)
(0, 0, 0)
(255, 201, 146)
(255, 201, 146)
(255, 201, 146)
(255, 201, 146)
(255, 201, 146)
(255, 201, 146)
(255, 201, 146)
(255, 201, 146)
(255, 201, 146)
(255, 201, 146)
(255, 201, 146)
(255, 201, 146)
(255, 201, 146)
(255, 201, 146)
(255, 201, 146)
(255, 201, 146)
(255, 201, 146)
(255, 201, 146)
(255, 201, 146)
(255, 201, 146)
(255, 201, 146)
(255, 201, 146)
(255, 201, 146)
(255, 201, 146)
(255, 201, 146)
(255, 201, 146)
(255, 201, 146)
(255, 201, 146)
(255, 201, 146)
(255, 201, 146)
(255, 201, 146)
(255, 201, 146)
(255, 201, 146)
(255, 201, 146)
(255, 201, 146)
(255, 201, 146)
(255, 201, 146)
(255, 201, 146)
(255, 201, 146)
(255, 201, 146)
(255, 201, 146)
(255, 201, 146)
(255, 201, 146)
(255, 201, 146)
(255, 201, 146)
(255, 201, 146)
(255, 201, 146)
(255, 201, 146)
(255, 201, 146)
(255, 201, 146)
(255, 201, 146)
(255, 201, 146)
(255, 201, 146)
(0, 0, 0)
(0, 0, 0)
(0, 0, 0)
(150, 190, 255)
(150, 190, 255)
(150, 190, 255)
(150, 190, 255)
(150, 190, 255)
(150, 190, 255)
(150, 190, 255)
(150, 190, 255)
(150, 190, 255)
(150, 190, 255)
(150, 190, 255)
(150, 190, 255)
(150, 190, 255)
(150, 190, 255)
(150, 190, 255)
(150, 190, 255)
(150, 190, 255)
(150, 190, 255)
(150, 190, 255)
(150, 190, 255)
(150, 190, 255)
(150, 190, 255)
(150, 190, 255)
(150, 190, 255)
(150, 190, 255)
(150, 190, 255)
(150, 190, 255)
(150, 190, 255)
(150, 190, 255)
(150, 190, 255)
(150, 190, 255)
(150, 190, 255)
(150, 190, 255)
(150, 190, 255)
(150, 190, 255)
(150, 190, 255)
(150, 190, 255)
(150, 190, 255)
(150, 190, 255)
(150, 190, 255)
(150, 190, 255)
(150, 190, 255)
(150, 190, 255)
(150, 190, 255)
(150, 190, 255)
(150, 190, 255)
(150, 190, 255)
(150, 190, 255)
(150, 190, 255)
(150, 190, 255)
(150, 190, 255)
(150, 190, 255)
(150, 190, 255)
(150, 190, 255)
(0, 0, 0)
(0, 0, 0)
(0, 0, 0)
(223, 223, 223)
(223, 223, 223)
(223, 223, 223)
(223, 223, 223)
(223, 223, 223)
(223, 223, 223)
(223, 223, 223)
(223, 223, 223)
(223, 223, 223)
(223, 223, 223)
(223, 223, 223)
(223, 223, 223)
(223, 223, 223)
(223, 223, 223)
(223, 223, 223)
(223, 223, 223)
(223, 223, 223)
(223, 223, 223)
(223, 223, 223)
(223, 223, 223)
(223, 223, 223)
(223, 223, 223)
(223, 223, 223)
(223, 223, 223)
(223, 223, 223)
(223, 223, 223)
(223, 223, 223)
(223, 223, 223)
(223, 223, 223)
(223, 223, 223)
(223, 223, 223)
(223, 223, 223)
(223, 223, 223)
(223, 223, 223)
(223, 223, 223)
(223, 223, 223)
(223, 223, 223)
(223, 223, 223)
(223, 223, 223)
(223, 223, 223)
(223, 223, 223)
(223, 223, 223)
(223, 223, 223)
(223, 223, 223)
(223, 223, 223)
(223, 223, 223)
(223, 223, 223)
(223, 223, 223)
(223, 223, 223)
(223, 223, 223)
(223, 223, 223)
(223, 223, 223)
(223, 223, 223)
(223, 223, 223)
(223, 223, 223)
(0, 0, 0)
(223, 223, 223)
(223, 223, 223)
(223, 223, 223)
(223, 223, 223)
(223, 223, 223)
(223, 223, 223)
(223, 223, 223)
(223, 223, 223)
(223, 223, 223)
(223, 223, 223)
(223, 223, 223)
(223, 223, 223)
(223, 223, 223)
(223, 223, 223)
(223, 223, 223)
(223, 223, 223)
(223, 223, 223)
(223, 223, 223)
(223, 223, 223)
(223, 223, 223)
(223, 223, 223)
(223, 223, 223)
(223, 223, 223)
(223, 223, 223)
(223, 223, 223)
(223, 223, 223)
(223, 223, 223)
(223, 223, 223)
(223, 223, 223)
(223, 223, 223)
(223, 223, 223)
(223, 223, 223)
(223, 223, 223)
(223, 223, 223)
(223, 223, 223)
(223, 223, 223)
(223, 223, 223)
(223, 223, 223)
(223, 223, 223)
(223, 223, 223)
(223, 223, 223)
(223, 223, 223)
(223, 223, 223)
(223, 223, 223)
(223, 223, 223)
(223, 223, 223)
(223, 223, 223)
(223, 223, 223)
(223, 223, 223)
(223, 223, 223)
(223, 223, 223)
(223, 223, 223)
(223, 223, 223)
(223, 223, 223)
(0, 0, 0)
(0, 0, 0)
(0, 0, 0)
(150, 190, 255)
(150, 190, 255)
(150, 190, 255)
(150, 190, 255)
(150, 190, 255)
(150, 190, 255)
(150, 190, 255)
(150, 190, 255)
(150, 190, 255)
(150, 190, 255)
(150, 190, 255)
(150, 190, 255)
(150, 190, 255)
(150, 190, 255)
(150, 190, 255)
(150, 190, 255)
(150, 190, 255)
(150, 190, 255)
(150, 190, 255)
(150, 190, 255)
(150, 190, 255)
(150, 190, 255)
(150, 190, 255)
(150, 190, 255)
(150, 190, 255)
(150, 190, 255)
(150, 190, 255)
(150, 190, 255)
(150, 190, 255)
(150, 190, 255)
(150, 190, 255)
(150, 190, 255)
(150, 190, 255)
(150, 190, 255)
(150, 190, 255)
(150, 190, 255)
(150, 190, 255)
(150, 190, 255)
(150, 190, 255)
(150, 190, 255)
(150, 190, 255)
(150, 190, 255)
(150, 190, 255)
(150, 190, 255)
(150, 190, 255)
(150, 190, 255)
(150, 190, 255)
(150, 190, 255)
(150, 190, 255)
(150, 190, 255)
(150, 190, 255)
(150, 190, 255)
(150, 190, 255)
(150, 190, 255)
(150, 190, 255)
(0, 0, 0)
(0, 0, 0)
(0, 0, 0)
(0, 0, 0)
(0, 0, 0)
(0, 0, 0)
